,index,no_t_alpha,t1_alpha,t2_alpha,t3_alpha,t4_alpha,t5_alpha,no_t_ds,t1_ds,t2_ds,t3_ds,t4_ds,t5_ds
79,79,-3.42987322807312,-1.1320149898529053,-0.18798208236694336,0.8492472767829895,-3.4322025775909424,-3.422325611114502,1.187028126281573,1.181268225008168,1.155362378440812,1.0381357586173947,1.1923648985761293,1.1856749511925222
80,80,-3.4457130432128906,-1.090494155883789,-0.2766352593898773,0.7848873734474182,-3.427067756652832,-3.427442789077759,1.2113106961952438,1.2115044205964882,1.196112754991665,1.028903482662479,1.207445375992492,1.2151108413612792
81,81,-3.592737913131714,-0.9010037779808044,-0.39258623123168945,0.6653336882591248,-3.5572736263275146,-3.5483267307281494,1.2313539398036741,1.223966462838487,1.2236193222935454,1.0151812961913838,1.226465035852579,1.225327444897935
82,82,-3.5887231826782227,-0.8686763644218445,-0.25476983189582825,0.7026386857032776,-3.5489113330841064,-3.5346062183380127,1.2229954365727136,1.2256919002513689,1.2152810785578487,1.0094217801234926,1.226997515533914,1.2243089166614942
83,83,-3.5121779441833496,-0.9434894323348999,-0.28355464339256287,0.8238363265991211,-3.4985382556915283,-3.4890799522399902,1.214754643164069,1.2140509679174205,1.2039341673477393,1.0306361223605889,1.2110738554845097,1.2218851723650024
84,84,-3.499309778213501,-0.8323411345481873,-0.07818310707807541,0.9714826345443726,-3.4577178955078125,-3.456333875656128,1.1359795304894713,1.1513731579105926,1.10309998440817,1.0649455117091706,1.1414967222810213,1.140949558910263
85,85,-3.480923891067505,-1.082498550415039,-0.25803378224372864,0.7358765006065369,-3.4252195358276367,-3.4223923683166504,1.2035985572831156,1.2113401634155516,1.1965476058828501,1.0081686144775928,1.205036361333234,1.2080953276248447
86,86,-3.5268666744232178,-1.0969140529632568,-0.3734716475009918,0.7206960320472717,-3.4628207683563232,-3.4629080295562744,1.2238788690180964,1.2211375583953437,1.2134196698737167,1.027241825560175,1.2291085930317693,1.2264366374891957
87,87,-3.5834615230560303,-0.870244562625885,-0.3249920606613159,0.8148511648178101,-3.552090883255005,-3.5463368892669678,1.218438306670437,1.2135909314678146,1.2074683546427059,1.0456478194262275,1.220188935589043,1.2154330163862703
88,88,-3.553480625152588,-0.9744937419891357,-0.30496421456336975,0.6017577648162842,-3.5229241847991943,-3.5161218643188477,1.2281787145789522,1.2240068209559716,1.213196872745525,1.0231892407072962,1.2307690088337733,1.2316857335241715
89,89,-3.6107678413391113,-0.732672393321991,-0.13500644266605377,0.7005816698074341,-3.538363456726074,-3.544062376022339,1.1543887723308979,1.1479680073394622,1.0959040081637612,0.9890832623076338,1.1594817774601769,1.1595310177417015
90,90,-3.5894198417663574,-1.0734730958938599,-0.32411542534828186,0.5255020260810852,-3.568899631500244,-3.5420637130737305,1.2334371039717322,1.223423905474096,1.215903368224809,1.008309442276322,1.2253032058746574,1.2240928331694283
91,91,-3.4202446937561035,-0.8946626782417297,-0.1518758237361908,0.9496128559112549,-3.431013345718384,-3.4119460582733154,1.1959537061575356,1.1919287374330383,1.1711745514109233,1.0132995573279193,1.1961671610456812,1.190304347004959
92,92,-3.6098978519439697,-0.9035226106643677,-0.4037134349346161,0.4186170697212219,-3.5910186767578125,-3.6099777221679688,1.23324131511828,1.2195892140352533,1.2203797338437878,1.0198433235389004,1.227750322610719,1.2244709282891866
93,93,-3.5580620765686035,-0.9492483139038086,-0.26698893308639526,0.9687270522117615,-3.4792542457580566,-3.486192464828491,1.1775581079451578,1.1849954803770533,1.1439991560970593,1.0234184335714889,1.1780965969469674,1.1855223751335648
94,94,-3.609064817428589,-1.126672625541687,-0.4287797212600708,0.6063129901885986,-3.5338497161865234,-3.5155582427978516,1.224978165823254,1.2215848430109442,1.2140174654996778,1.021902148448985,1.224072309874848,1.2219566407547477
95,95,-3.5428361892700195,-0.7095718383789062,-0.09411030262708664,0.791569709777832,-3.561840057373047,-3.56935453414917,1.1617761537793312,1.1612902453634428,1.135093417785184,0.9974985144880686,1.1599948509641824,1.1589313907098695
96,96,-3.487942934036255,-0.9061964750289917,-0.23758047819137573,0.9736349582672119,-3.371988296508789,-3.391036033630371,1.178875839156842,1.1829205554516395,1.1464694913742175,1.029846518851509,1.1766359733545397,1.1763475283045064
97,97,-3.50041127204895,-0.8471636772155762,-0.39233964681625366,0.6643667817115784,-3.4151854515075684,-3.4201996326446533,1.2280515757511807,1.2251401662923789,1.2257064592404228,1.0236105618314535,1.2348690846470205,1.2251682310738345
